,0
339,66489.9605201425
340,44195.75465271681
341,39103.99449879398
342,42588.10922430892
343,40087.28222881
344,63529.57220801063
345,41982.96266154181
346,47059.04157135556
347,44637.3227298928
348,42147.162295732975
349,43029.05240902049
350,42967.464590474134
351,46199.962489731275
352,43384.61701293044
353,43185.914645346216
354,41280.5863970515
355,44637.3227298928
356,42092.975729545324
357,65024.31899915556
358,43170.07587997798
359,43029.05240902049
360,42967.464590474134
361,45086.40775872641
362,43140.57657552105
363,42703.32940757179
364,41706.44451300891
365,46948.97152629665
366,42021.304093499275
367,40547.41963618605
368,39384.51996632322
369,41473.92276373633
370,56750.58573591615
371,39027.95498839242
372,38820.06286714315
373,43471.45455981393
374,45745.48924502101
375,40346.3996695714
376,42906.61948731538
377,65342.52830701694
378,41280.5863970515
379,55344.988171105084
380,49026.36937571982
381,49932.15157450243
382,43514.6907982117
383,45627.46751471496
384,42074.67555880966
385,43025.61794035425
386,44637.3227298928
387,41173.502812741965
388,44866.68218722085
389,65342.52830701694
390,64636.644646680725
391,44802.8522632924
392,43170.07587997798
393,44637.3227298928
394,45738.34702614649
395,39808.73806986649
396,43718.19809723821
397,45003.62024095817
398,64905.50454134721
399,41550.29292378074
400,42721.966420300014
401,39876.44324582395
402,42765.596016357886
403,42506.94248269046
404,56030.28535343709
405,42737.787181832166
406,40639.826188227176
407,45430.49310232248
408,43601.21003241349
409,41280.5863970515
410,63156.79219825193
411,44637.3227298928
412,42743.117966302474
413,42147.409515889325
414,43655.71426916918
415,42341.27449317778
416,44866.68218722085
417,43664.109338597504
418,44921.323054127555
419,46369.47441465716
420,42743.117966302474
421,41457.45349759148
422,56650.326353790704
423,40027.1722122327
424,40346.3996695714
425,42506.94248269046
426,42858.74577382996
427,42555.28290719788
428,39631.2700798513
429,45006.09245329928
430,41469.04109925975
431,41208.63003330443
432,55977.1158542648
433,43034.507813662516
434,41280.5863970515
435,46199.962489731275
436,41280.5863970515
437,39783.15614953087
438,42788.97759350706
439,42125.22654921994
440,42125.22654921994
441,39027.95498839242
442,64263.86463692203
443,42555.28290719788
444,54182.140801567315
445,40146.49851279043
446,43471.45455981393
447,46722.67082153515
448,65278.17915782223
449,44637.3227298928
450,42506.94248269046
451,42125.22654921994
452,48183.6151138749
453,43029.05240902049
454,42812.76141955144
455,42410.90526803699
456,43514.6907982117
457,41832.30255067269
458,45063.880770335316
459,43610.796600754016
460,64739.35707648993
461,44175.54720814617
462,41706.44451300891
463,45063.26332924773
464,42782.31738530609
465,42574.57916431023
466,44104.02882609603
467,42021.304093499275
468,42150.80016661784
469,41991.607920503855
470,42320.22039387089
471,41035.78483533147
472,56088.429185632274
473,43185.914645346216
474,41535.87006522955
475,42967.464590474134
476,39618.21806479866
477,43185.914645346216
478,45683.57031441816
479,43384.61701293044
480,43197.15560723874
481,41920.62078665768
482,40338.653658696
483,40346.3996695714
484,43582.480932768725
485,40332.250240767215
486,43029.05240902049
487,41218.80975335401
488,41522.22400118987
489,39489.136965386344
490,48903.097368379014
491,42986.52789102405
492,49891.85714769086
493,40547.41963618605
494,42150.395869443404
495,40146.49851279043
496,49502.91660989726
497,43867.853342484006
498,43251.23440554908
499,41752.51604864628
500,41280.5863970515
501,39537.0224673572
502,42858.74577382996
503,41759.398433533184
504,43006.73491241683
505,43471.45455981393
506,45170.040339959385
507,41752.51604864628
508,42153.61248158483
509,43170.07587997798
510,39992.783166518144
511,42743.117966302474
512,44294.05680387375
513,46150.940208122636
514,41280.5863970515
515,50951.140354410156
516,44548.169828332764
517,40346.3996695714
518,45643.73551502813
519,57711.23831236217
520,45006.09245329928
521,42765.596016357886
522,52681.997199413854
523,57851.854842353474
524,43029.05240902049
525,42994.5112008538
526,65079.89893050299
527,41280.5863970515
528,48879.185554980875
529,40372.170318339275
530,42765.596016357886
531,43034.507813662516
532,40733.17136416283
533,42410.90526803699
534,41550.29292378074
535,42506.94248269046
536,43140.57657552105
537,45627.46751471496
538,42125.22654921994
539,56124.19118752743
540,42812.76141955144
541,42506.94248269046
542,62177.007522629996
543,45627.46751471496
544,43051.25191727879
545,66717.88307392472
546,41721.62928917982
547,65313.119496516956
548,43193.25771462915
549,39285.4974853351
550,40658.08305086363
551,42858.74577382996
552,41469.04109925975
553,47764.72604960119
554,42070.02448814193
555,38446.909641348364
556,43471.45455981393
557,45349.42068480302
558,43655.71426916918
559,42721.966420300014
560,55075.10108637128
561,55362.57724237074
562,41930.51798361122
563,42229.216734255904
564,42075.657234396225
565,41208.63003330443
566,40146.49851279043
567,42574.57916431023
568,45572.046147917594
569,43185.914645346216
570,48184.28526307657
571,43094.53547443078
572,64739.35707648993
573,42125.22654921994
574,65402.63046051455
575,45117.572903207336
576,40003.77687444317
577,41535.87006522955
578,41832.30255067269
579,38562.50700039452
580,42742.08757704469
581,42715.60263526772
582,41280.5863970515
583,40346.773316712846
584,42782.31738530609
585,42274.894564087626
586,40146.49851279043
587,42341.27449317778
588,41208.63003330443
589,40395.4707118063
590,64636.644646680725
591,43170.07587997798
592,44163.081106714766
593,65342.52830701694
594,42906.61948731538
595,55758.737271008904
596,43034.507813662516
597,40087.28222881
598,42286.41495336622
599,40948.84024181629
600,41727.28972982303
601,42341.27449317778
602,43733.961268567655
603,42858.74577382996
604,43384.61701293044
605,42588.10922430892
606,65402.63046051455
607,46359.358730664455
608,43133.32321172593
609,45107.82108327979
610,42687.63712267988
611,44373.866337230196
612,65313.119496516956
613,42191.75131572958
614,41024.409521485395
615,41752.07332342516
616,43065.47559743507
617,43185.914645346216
618,43029.05240902049
619,40372.170318339275
620,43029.05240902049
621,46199.962489731275
622,43185.914645346216
623,67061.72644632857
624,55362.57724237074
625,39411.24435534655
626,42021.304093499275
627,41280.5863970515
628,41930.51798361122
629,40346.3996695714
630,44921.323054127555
631,54948.828142466926
632,43170.07587997798
633,42555.28290719788
634,65112.13708624863
635,41280.5863970515
636,63596.937007476954
637,41818.8843394388
638,40087.28222881
639,40346.3996695714
640,42125.22654921994
641,41208.63003330443
642,43185.914645346216
643,49591.515006583984
644,45713.06961887507
645,41864.35169825381
646,42508.87281166262
647,43034.507813662516
648,42341.27449317778
649,43384.61701293044
650,41240.55912351842
651,56373.275882902955
652,43514.6907982117
653,43029.05240902049
654,42506.94248269046
655,65180.022694682535
656,40479.80572557142
657,63529.57220801063
658,42715.60263526772
659,42967.464590474134
660,43626.21496471225
661,40907.43317125673
662,39946.79589008361
663,40720.42815961061
664,40332.57633167461
665,41722.11322982355
666,43392.25787650658
667,40830.39081137909
668,39808.73806986649
669,41966.855578964234
670,40346.3996695714
671,38103.94464468288
672,60837.50377426636
673,43170.07587997798
674,41966.855578964234
675,42341.27449317778
676,41712.24087973746
677,40773.75935463117
678,42506.94248269046
679,49891.85714769086
680,44319.792137525284
681,40796.554083892755
682,51950.06014155052
683,40059.964211046805
684,46340.98596068875
685,42765.596016357886
686,42360.868564165685
687,42765.596016357886
688,41033.05802537724
689,40568.81126839955
690,43471.45455981393
691,43448.155998348186
692,40547.41963618605
693,42479.5782968175
694,40022.254185458485
695,45430.49310232248
696,44866.68218722085
697,43471.45455981393
698,41973.81971753624
699,67295.84404933946
700,42341.27449317778
701,45958.07259765205
702,40656.5024380417
703,42981.758265630386
704,64469.1094469822
705,43163.55729119855
706,41968.121267382994
707,42061.241917585634
708,44637.3227298928
709,45572.046147917594
710,39942.654752107665
711,43471.45455981393
712,45608.46933633218
713,64636.644646680725
714,43514.6907982117
715,42506.94248269046
716,41208.63003330443
717,47076.04443934859
718,64190.64664716343
719,42588.10922430892
720,42075.657234396225
721,44514.88980818768
722,39777.59449878014
723,46199.962489731275
724,40585.63042101012
725,40479.52148347703
726,43514.6907982117
727,65532.87039352717
728,40008.13759423232
729,49589.57339695066
730,44637.3227298928
731,42341.27449317778
732,40590.43061829065
733,38408.89483993006
734,43193.25771462915
735,37709.788868522264
736,42906.61948731538
737,49579.15483854895
738,43256.492449482736
739,42710.70704214389
740,40658.08305086363
741,43770.565390556556
742,43185.914645346216
743,46121.26038918319
744,39542.026835652774
745,44175.54720814617
746,41721.62928917982
747,43185.914645346216
748,42218.195345248336
749,44921.323054127555
750,39992.783166518144
751,42341.27449317778
752,42506.94248269046
753,41218.80975335401
754,39808.73806986649
755,78004.5759366903
756,42506.94248269046
757,42504.78739444245
758,55755.223485085204
759,39291.95610958895
760,53511.65184706964
761,43029.05240902049
762,46199.962489731275
763,43471.45455981393
764,41920.62078665768
765,49932.15157450243
766,42648.505807049005
767,44458.7277022042
768,45063.880770335316
769,42506.94248269046
770,43029.05240902049
771,43655.71426916918
772,40484.51470141114
773,43034.507813662516
774,42649.75129855777
775,39704.900332581725
776,44729.94028038072
777,56002.94359125001
778,62249.2380641003
779,42061.241917585634
780,54669.71288969706
781,42021.304093499275
782,65112.13708624863
783,41968.121267382994
784,43185.914645346216
785,43185.914645346216
786,42147.162295732975
787,41706.44451300891
788,42338.66242817256
789,43185.914645346216
790,42201.096664474404
791,44690.72754454054
792,40484.51470141114
793,43733.961268567655
794,40733.17136416283
795,41319.267484060445
796,66379.9530637
797,40146.49851279043
798,64739.35707648993
799,55503.680302242305
800,42021.304093499275
801,47678.54549928462
802,41422.98280940073
803,45304.69112494289
804,45006.09245329928
805,42182.129681403094
806,40658.08305086363
807,42544.160904322845
808,42815.419239873976
809,42506.94248269046
810,66604.78113899555
811,65764.33535710281
812,43065.47559743507
813,39511.70313307386
814,42506.94248269046
815,41473.92276373633
816,41035.78483533147
817,43060.21755350142
818,41218.80975335401
819,42721.966420300014
820,44959.83194469294
821,42147.162295732975
822,43185.914645346216
823,43185.914645346216
824,42506.94248269046
825,62652.49996219788
826,42394.221436422755
827,42967.464590474134
828,41208.63003330443
829,55178.69647585171
830,43185.914645346216
831,43867.853342484006
832,43029.05240902049
833,45086.40775872641
834,40547.41963618605
835,53770.81657181504
836,41973.81971753624
837,45170.040339959385
838,56223.98068472138
839,43185.914645346216
840,43867.853342484006
841,44373.866337230196
842,41973.81971753624
843,44637.3227298928
844,45242.81525727076
845,41973.81971753624
846,42591.04794412584
847,41280.5863970515
848,41550.29292378074
849,43170.07587997798
850,43770.565390556556
851,43514.6907982117
852,41535.87006522955
853,39876.44324582395
854,42593.764045608295
855,62177.007522629996
856,41741.52930292914
857,44186.91853030429
858,42125.22654921994
859,41208.63003330443
860,39232.19124825491
861,41891.25121003578
862,46121.26038918319
863,48718.852995384914
864,42286.41495336622
865,44485.75820090479
866,65788.61193608485
867,58096.86543479851
868,49891.85714769086
869,55977.1158542648
870,41706.44451300891
871,41752.51604864628
872,39542.026835652774
873,38598.04003328309
874,39808.73806986649
875,64636.644646680725
876,42150.80016661784
877,42125.22654921994
878,42070.02448814193
879,42320.22039387089
880,40547.41963618605
881,58279.81847689054
882,42125.22654921994
883,44845.43071546323
884,40332.250240767215
885,43670.156927398166
886,44637.3227298928
887,40547.41963618605
888,40959.857608694154
889,42341.27449317778
890,42574.57916431023
891,67318.2321444862
892,43185.914645346216
893,44637.3227298928
894,65112.13708624863
895,43419.48514110715
896,40146.49851279043
897,42812.76141955144
898,43471.45455981393
899,41033.05802537724
900,43163.55729119855
901,40209.21350228066
902,43185.914645346216
903,41589.037169618474
904,42359.36588598569
905,43065.47559743507
906,41741.52930292914
907,39639.39732969796
908,46199.962489731275
909,66693.35174494523
910,46199.962489731275
911,42782.31738530609
912,40869.426165992765
913,41721.62928917982
914,55755.223485085204
915,65079.89893050299
916,41752.07332342516
917,42338.66242817256
918,43966.915383070045
919,46429.84822581302
920,45086.40775872641
921,43185.914645346216
922,41721.62928917982
923,53169.3916105313
924,43060.21755350142
925,49026.36937571982
926,43185.914645346216
927,41543.0619506285
928,56088.429185632274
929,50112.241996448814
930,43867.853342484006
931,65380.9969809151
932,44883.50721952095
933,42191.75131572958
934,45724.08040712903
935,65024.31899915556
936,43471.45455981393
937,42574.57916431023
938,45242.81525727076
939,42555.28290719788
940,45063.880770335316
941,41805.79476768398
942,64555.739016948464
943,41906.77649434787
944,44846.48260237532
945,42125.22654921994
946,40209.21350228066
947,43465.79673742867
948,55755.223485085204
949,40715.72448213148
950,40912.629716775264
951,42858.74577382996
952,42150.80016661784
953,40346.3996695714
954,45122.83094714099
955,42125.22654921994
956,40585.63042101012
957,42765.596016357886
958,43185.914645346216
959,42906.61948731538
960,42074.67555880966
961,49588.69767132701
962,39489.136965386344
963,42074.67555880966
964,41280.5863970515
965,46199.962489731275
966,40332.250240767215
967,40656.5024380417
968,41535.87006522955
969,45430.49310232248
970,42555.28290719788
971,41706.11292653841
972,42021.304093499275
973,42718.081156925226
974,42588.10922430892
975,43670.156927398166
976,42338.66242817256
977,43670.156927398166
978,40059.964211046805
979,41280.5863970515
980,43384.61701293044
981,66688.24074746175
982,49026.36937571982
983,43514.6907982117
984,43514.6907982117
985,64555.739016948464
986,40332.57633167461
987,42138.132887195796
988,42687.63712267988
989,42506.94248269046
990,40608.19997153906
991,42782.31738530609
992,46492.27944998337
993,44139.77811194387
994,41721.62928917982
995,42511.908197084515
996,40368.96922010034
997,44866.68218722085
998,44175.54720814617
999,43185.914645346216
1000,40257.161927468005
1001,48129.99982072829
1002,52170.73432022948
1003,65788.61193608485
1004,43185.914645346216
1005,40238.012371102224
1006,40238.012371102224
1007,44428.98554932851
1008,45122.83094714099
1009,39217.296941403045
1010,41240.55912351842
1011,66379.9530637
1012,63294.13986662305
1013,63529.57220801063
1014,42782.31738530609
1015,40830.39081137909
1016,41706.11292653841
1017,41752.51604864628
1018,45713.06961887507
1019,42669.9155677822
1020,40402.63142257041
1021,38980.66607024372
1022,40346.773316712846
1023,41626.94902655361
1024,47793.021484528435
1025,43655.71426916918
1026,41550.29292378074
1027,42782.31738530609
1028,42788.97759350706
1029,43733.961268567655
1030,42341.27449317778
1031,49502.91660989726
1032,41280.5863970515
1033,41280.5863970515
1034,46838.97649083136
1035,42555.28290719788
1036,40585.63042101012
1037,42506.94248269046
1038,40524.49720924703
1039,44219.24061816687
1040,40479.52148347703
1041,40715.72448213148
1042,39463.329422873736
1043,43384.61701293044
1044,39463.329422873736
1045,43029.05240902049
1046,40912.629716775264
1047,44637.3227298928
1048,43551.11398662627
1049,40238.012371102224
1050,43384.61701293044
1051,40346.3996695714
1052,62968.12445424244
1053,38999.27611492053
1054,42506.94248269046
1055,44005.587231336525
1056,42782.31738530609
1057,41507.86514954215
1058,45713.06961887507
1059,39992.783166518144
1060,43185.914645346216
1061,43185.914645346216
1062,43098.30133401915
1063,41608.18322445258
1064,53511.65184706964
1065,45352.32057641204
1066,40346.773316712846
1067,42417.078995810625
1068,43170.07587997798
1069,39777.59449878014
1070,41706.44451300891
1071,41007.580447062435
1072,40346.773316712846
1073,43098.30133401915
1074,39808.73806986649
1075,45086.40775872641
1076,49891.85714769086
1077,39103.99449879398
1078,42967.464590474134
1079,41208.63003330443
1080,41721.62928917982
1081,42669.46451176391
1082,42341.27449317778
1083,45572.046147917594
1084,41657.39306079896
1085,42341.27449317778
1086,44778.34620085028
1087,40656.5024380417
1088,43670.156927398166
1089,41208.63003330443
1090,41040.02926409076
1091,49932.15157450243
1092,41818.8843394388
1093,64263.86463692203
1094,62916.57832806341
1095,44921.323054127555
1096,40003.77687444317
1097,55503.680302242305
1098,42138.132887195796
1099,42696.16330198554
1100,41752.51604864628
1101,42743.117966302474
1102,39526.45997053876
1103,45006.09245329928
1104,41589.037169618474
1105,57533.48067491399
1106,65313.119496516956
1107,49287.39861020969
1108,40869.426165992765
1109,44976.26745900825
1110,42798.03179787047
1111,43034.507813662516
1112,42038.05596311399
1113,41810.6478662207
1114,42765.596016357886
1115,44637.3227298928
1116,42125.22654921994
1117,45081.21927718508
1118,54948.828142466926
1119,45458.29547529752
1120,39986.71713979596
1121,43201.24102445891
1122,43718.19809723821
1123,43966.915383070045
1124,43382.99417879675
1125,41007.580447062435
1126,40896.91182167998
1127,41550.29292378074
1128,42506.94248269046
1129,48311.05525678251
1130,42038.05596311399
1131,56967.38939820253
1132,40210.20300147438
1133,43029.05240902049
1134,45804.264533530426
1135,42021.304093499275
1136,55755.223485085204
1137,39808.73806986649
1138,42092.975729545324
1139,44921.323054127555
1140,45702.568492800936
1141,43610.796600754016
1142,42341.27449317778
1143,58237.4819647898
1144,45738.34702614649
1145,45081.21927718508
1146,64739.35707648993
1147,42151.77736403973
1148,43163.55729119855
1149,43718.19809723821
1150,55656.72462086293
1151,43185.914645346216
1152,64636.644646680725
1153,65313.119496516956
1154,39870.72920846559
1155,63351.03435973353
1156,42765.596016357886
1157,43185.914645346216
1158,40547.41963618605
1159,52368.362368633614
1160,65112.13708624863
1161,39521.11402950929
1162,39026.06474388267
1163,41752.07332342516
1164,41706.44451300891
1165,57932.915071504336
1166,55977.1158542648
1167,42360.868564165685
1168,40146.49851279043
1169,44956.20475980866
1170,39207.24607917455
1171,63294.13986662305
1172,41315.74974507165
1173,45980.23691822572
1174,40585.63042101012
1175,43867.853342484006
1176,45006.09245329928
1177,42715.60263526772
1178,42341.27449317778
1179,39865.31578804165
1180,41966.855578964234
1181,41936.95762568011
1182,63015.02346129483
1183,42125.22654921994
1184,42367.84934070513
1185,41280.5863970515
1186,39542.026835652774
1187,43029.05240902049
1188,66688.24074746175
1189,41991.607920503855
1190,44802.8522632924
1191,43185.914645346216
1192,43384.61701293044
1193,55419.045006350294
1194,43471.45455981393
1195,43345.87345442233
1196,42125.22654921994
1197,39942.654752107665
1198,41208.53602883004
1199,43256.492449482736
1200,43413.62468791427
1201,67178.00973369433
1202,44514.88980818768
1203,43029.05240902049
1204,42341.27449317778
1205,40547.41963618605
1206,40892.0677567888
1207,42858.74577382996
1208,42341.27449317778
1209,43005.54109453184
1210,40715.72448213148
1211,40773.75935463117
1212,40912.629716775264
1213,46199.962489731275
1214,40346.3996695714
1215,66688.24074746175
1216,43382.99417879675
1217,42506.94248269046
1218,41176.359763910375
1219,39217.296941403045
1220,64905.50454134721
1221,55972.43750187848
1222,41035.78483533147
1223,40547.41963618605
1224,40547.41963618605
1225,40707.466013017605
1226,66620.77353448496
1227,41208.63003330443
1228,43581.696546380976
1229,63303.60174692056
1230,42119.06010073131
1231,62249.2380641003
1232,65278.17915782223
1233,40658.08305086363
1234,43185.914645346216
1235,47052.61626404183
1236,40585.63042101012
1237,42125.22654921994
1238,39496.526169670906
1239,41891.25121003578
1240,42967.464590474134
1241,41035.78483533147
1242,39808.73806986649
1243,44131.97644515097
1244,54057.641313647226
1245,39808.73806986649
1246,41033.05802537724
1247,41240.55912351842
1248,55972.43750187848
1249,42125.22654921994
1250,42860.235065231136
1251,40372.170318339275
1252,42218.195345248336
1253,41142.140827232884
1254,41696.32692190758
1255,45063.880770335316
1256,43718.19809723821
1257,43185.914645346216
1258,49272.87101737139
1259,46722.67082153515
1260,47077.010842667434
1261,42902.53407009521
1262,45149.29525061554
1263,39808.73806986649
1264,49891.85714769086
1265,67095.82407497753
1266,44428.98554932851
1267,65313.119496516956
1268,42467.01062036947
1269,40032.19120324692
1270,43065.47559743507
1271,57892.39015825059
1272,45170.040339959385
1273,66325.60247887993
1274,41007.580447062435
1275,46948.97152629665
1276,42967.464590474134
1277,43185.914645346216
1278,43233.21018124674
1279,41126.557561271795
1280,41657.39306079896
1281,66546.41862999841
1282,42068.26854318869
1283,39463.329422873736
1284,44104.02882609603
1285,65380.9969809151
1286,42788.97759350706
1287,42506.94248269046
1288,38999.27611492053
1289,40433.29216419453
1290,41007.580447062435
1291,67061.72644632857
1292,45086.40775872641
1293,43551.11398662627
1294,41973.81971753624
1295,56967.38939820253
1296,42574.57916431023
1297,43471.45455981393
1298,43185.914645346216
1299,64000.77923090028
1300,65278.17915782223
1301,43098.30133401915
1302,52818.743352299556
1303,65689.04719461675
1304,60837.50377426636
1305,43185.914645346216
1306,65112.13708624863
1307,44813.64704360089
1308,45582.49024257296
1309,40346.3996695714
1310,44637.3227298928
1311,41805.79476768398
1312,43060.21755350142
1313,41577.84275469176
1314,42594.495668567775
1315,43185.914645346216
1316,43170.07587997798
1317,54948.828142466926
1318,43471.45455981393
1319,41706.44451300891
1320,40211.693410775
1321,42737.787181832166
1322,56405.493929376935
1323,45003.62024095817
1324,43858.09793127138
1325,39808.73806986649
1326,43185.914645346216
1327,42360.868564165685
1328,42367.84934070513
1329,43185.914645346216
1330,42506.94248269046
1331,42933.84675191595
1332,44113.16889651086
1333,43551.11398662627
1334,40235.36138206087
1335,42594.495668567775
1336,58237.4819647898
1337,40912.629716775264
1338,43185.914645346216
1339,40332.250240767215
1340,40049.88671423391
1341,42075.657234396225
1342,40585.63042101012
1343,40547.41963618605
1344,42404.47731873149
1345,45063.26332924773
1346,44514.88980818768
1347,63318.168310528745
1348,42591.04794412584
1349,41025.18657371067
1350,43034.507813662516
1351,44139.77811194387
1352,42125.22654921994
1353,41469.04109925975
1354,40907.43317125673
1355,43867.853342484006
1356,44921.323054127555
1357,55755.223485085204
1358,40346.773316712846
1359,43193.25771462915
1360,45197.93192522697
1361,40907.43317125673
1362,66379.9530637
1363,40346.773316712846
